smiles,inchikey,tm_k,source
O=C(O)C(O)(c1ccccc1)c1ccccc1,UKXSKSHDVLQNKG-UHFFFAOYSA-N,453.15,des
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,ULALSFRIGPMWRS-UHFFFAOYSA-N,420.15,bradley
CCc1nc(C)c[nH]1,ULKLGIFJWFIQFF-UHFFFAOYSA-N,320.15,bradley
NCC(O)c1ccccc1,ULSIYEODSMZIPX-UHFFFAOYSA-N,330.15,bradley
O=C1OC(=O)c2cc(Cl)c(Cl)cc21,ULSOWUBMELTORB-UHFFFAOYSA-N,459.15,bradley
BrCCCCBr,ULTHEAFYOOPTTB-UHFFFAOYSA-N,253.15,bradley
CC(C)Cl,ULYZAYCEDJDHCC-UHFFFAOYSA-N,155.15,bradley
NC(N)=S,UMGDCJDMYOKAJW-UHFFFAOYSA-N,444.7,des
O=C1Cc2ccccc2C1,UMJJFEIKYGFCAT-UHFFFAOYSA-N,327.15,bradley
Oc1ccc2c(c1)CCCC2,UMKXSOXZAXIOPJ-UHFFFAOYSA-N,335.15,bradley
Oc1cccc(Cl)c1Cl,UMPSXRYVXUPCOS-UHFFFAOYSA-N,329.15,bradley
Cc1cc(C)cc(C(=O)O)c1,UMVOQQDNEYOJOK-UHFFFAOYSA-N,443.15,bradley
Clc1ncccn1,UNCQVRBWJWWJBF-UHFFFAOYSA-N,339.15,bradley
CC(C)c1cccc(C(C)C)c1,UNEATYXSUBPPKP-UHFFFAOYSA-N,210.15,bradley
Fc1ccc(C(F)(F)F)cc1,UNNNAIWPDLRVRN-UHFFFAOYSA-N,231.15,bradley
CC12CCC3C(CCC4CC(OCc5ccccc5)CCC43C)C1CCC2=O,UNVMFWARNISDCV-UHFFFAOYSA-N,489.15,bradley
OCC(O)C(O)CO,UNXHWFMMPAWVPI-UHFFFAOYSA-N,395.15,bradley
OC[C@@H](O)[C@@H](O)CO,UNXHWFMMPAWVPI-ZXZARUISSA-N,394.7,des
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,UOAMTSKGCBMZTC-UHFFFAOYSA-N,351.65,bradley
O=C(O)c1ccc2ccccc2c1,UOBYKYZJUGYBDK-UHFFFAOYSA-N,457.15,bradley
CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,240.15,bradley
Cc1ccc(C)c(C)c1C,UOHMMEJUHBCKEE-UHFFFAOYSA-N,267.15,bradley
CCC(=O)c1ccc(Br)cc1,UOMOSYFPKGQIKI-UHFFFAOYSA-N,319.15,bradley
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,414.15,bradley
CCCCCCOCCO,UPGSWASWQBLSKZ-UHFFFAOYSA-N,231.15,bradley
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,UPMLOUAZCHDJJD-UHFFFAOYSA-N,310.35,bradley
COc1ccc(OC)c([N+](=O)[O-])c1,UPTOWXNJLZJTGD-UHFFFAOYSA-N,344.15,bradley
CCCCCCCCCCCC(=O)OC,UQDUPQYQJKYHQI-UHFFFAOYSA-N,278.15,bradley
Nc1cc(Cl)cc(Cl)c1,UQRLKWGPEVNVHT-UHFFFAOYSA-N,326.15,bradley
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,535.15,bradley
CCc1ccc(Br)cc1,URFPRAHGGBYNPW-UHFFFAOYSA-N,230.15,bradley
Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N,285.15,bradley
C1=CCCCCCC1,URYYVOIYTNXXBN-UHFFFAOYSA-N,257.15,bradley
C#CC(C)C,USCSRAJGJYMJFZ-UHFFFAOYSA-N,183.15,bradley
c1ccc(Oc2ccccc2)cc1,USIUVYZYUHIAEV-UHFFFAOYSA-N,300.15,bradley
Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,USPWUOFNOTUBAD-UHFFFAOYSA-N,207.15,bradley
CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-KRWDZBQOSA-N,372.0,bradley
Cc1c(C(=O)O)cnn1-c1ccccc1,USSMIQWDLWJQDQ-UHFFFAOYSA-N,440.15,bradley
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,UTGQNNCQYDRXCH-UHFFFAOYSA-N,420.15,bradley
Cc1cc(Cl)c(C)cc1Cl,UTGSRNVBAFCOEU-UHFFFAOYSA-N,342.15,bradley
CC(=O)NC(=O)CN,UUBCNZXOFCAIOX-UHFFFAOYSA-N,411.15,bradley
N#CC(Br)(Br)C(N)=O,UUIVKBHZENILKB-UHFFFAOYSA-N,396.65,bradley
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,UUKWKUSGGZNXGA-UHFFFAOYSA-N,455.15,bradley
N#CCc1cccc(Br)c1,UUZYFBXKWIQKTF-UHFFFAOYSA-N,301.15,bradley
O=[N+]([O-])c1cc(I)c(O)c(I)c1,UVGTXNPVQOQFQW-UHFFFAOYSA-N,430.15,bradley
C1=CCC=CC1,UVJHQYIOXKWHFD-UHFFFAOYSA-N,224.15,bradley
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,367.95,bradley
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,UWCPYKQBIPYOLX-UHFFFAOYSA-N,309.15,bradley
OCCOCCOCCOCCO,UWHCKJMYHZGTIT-UHFFFAOYSA-N,267.15,bradley
CC(C)(C)c1cccc(C(C)(C)C)n1,UWKQJZCTQGMHKD-UHFFFAOYSA-N,275.15,bradley
CCCCCCCCI,UWLHSHAHTBJTBA-UHFFFAOYSA-N,227.15,bradley
Clc1cccc(Cl)c1Br,UWOIDOQAQPUVOH-UHFFFAOYSA-N,339.15,bradley
CC(N)(CO)CO,UXFQFBNBSPQBJW-UHFFFAOYSA-N,384.15,bradley
O=c1[nH]c(=O)c2nccnc2[nH]1,UYEUUXMDVNYCAM-UHFFFAOYSA-N,621.15,bradley
NNC(=O)c1ccc(Br)cc1,UYIMBYKIIMYFPS-UHFFFAOYSA-N,441.15,bradley
CC1(C)OC(=O)CC1C(=O)O,UZBOWOQARWWIER-UHFFFAOYSA-N,449.15,bradley
CCCCCCCCCCc1ccccc1,UZILCZKGXMQEQR-UHFFFAOYSA-N,259.15,bradley
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,411.15,bradley
Oc1ccccc1Br,VADKRMSMGWJZCF-UHFFFAOYSA-N,278.15,bradley
C=CCCCCCCCCCCCCCCCCCC,VAMFXQBUQXONLZ-UHFFFAOYSA-N,302.15,bradley
COC(=O)c1ccccc1N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,297.15,bradley
Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,433.15,bradley
Oc1c(I)cc(I)cc1I,VAPDZNUFNKUROY-UHFFFAOYSA-N,431.15,bradley
CCCCCCCCCCCC(=O)CCCCCCCCCCC,VARQGBHBYZTYLJ-UHFFFAOYSA-N,340.15,bradley
COS(=O)(=O)OC,VAYGXNSJCAHWJZ-UHFFFAOYSA-N,241.15,bradley
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,VBGLYOIFKLUMQG-UHFFFAOYSA-N,349.65,bradley
Nc1ccccc1C(F)(F)F,VBLXCTYLWZJBKA-UHFFFAOYSA-N,239.15,bradley
CC(=O)NBr,VBTQNRFWXBXZQR-UHFFFAOYSA-N,377.15,bradley
O=C(C(F)(F)F)C(F)(F)F,VBZWSGALLODQNC-UHFFFAOYSA-N,144.15,bradley
Oc1ccc(-c2ccc(O)cc2)cc1,VCCBEIPGXKNHFW-UHFFFAOYSA-N,551.15,bradley
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,VCCRNZQBSJXYJD-UHFFFAOYSA-N,488.15,bradley
CC(=O)c1cccc(C(C)=O)c1,VCHOFVSNWYPAEF-UHFFFAOYSA-N,309.15,bradley
O=C(O)c1cccc(Cl)c1[N+](=O)[O-],VCHSXYHBMFKRBK-UHFFFAOYSA-N,510.15,bradley
CC1CCC(C)C1C,VCWNHOPGKQCXIQ-UHFFFAOYSA-N,156.75,bradley
CN1C(=O)C(=O)c2ccccc21,VCYBVWFTGAZHGH-UHFFFAOYSA-N,404.15,bradley
CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,VCZMOZVQLARCOE-UHFFFAOYSA-N,351.15,bradley
Cc1ccc(C#N)cc1,VCZNNAKNUVJVGX-UHFFFAOYSA-N,302.15,bradley
CC[Si](CC)(CC)CC,VCZQFJFZMMALHB-UHFFFAOYSA-N,191.15,bradley
C1COCOC1,VDFVNEFVBPFDSB-UHFFFAOYSA-N,231.15,bradley
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,VDTNNGKXZGSZIP-UHFFFAOYSA-N,417.15,bradley
O=C(O)c1ccc2c(c1)OCO2,VDVJGIYXDVPQLP-UHFFFAOYSA-N,506.15,bradley
Cc1cccc(C)c1Cl,VDXLAYAQGYCQEO-UHFFFAOYSA-N,237.15,bradley
OCc1ccc(Br)cc1,VEDDBHYQWFOITD-UHFFFAOYSA-N,349.15,bradley
BrCCCBr,VEFLKXRACNJHOV-UHFFFAOYSA-N,239.15,bradley
CCOC(=O)CCl,VEUUMBGHMNQHGO-UHFFFAOYSA-N,247.15,bradley
ON=C1CCCCC1,VEZUQRBDRNJBJY-UHFFFAOYSA-N,363.15,bradley
O=C1CCO1,VEZXCJBBBCKRPI-UHFFFAOYSA-N,239.15,bradley
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,VFDYKPARTDCDCU-UHFFFAOYSA-N,200.15,bradley
O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,VFMMPHCGEFXGIP-UHFFFAOYSA-N,426.15,bradley
NC(=O)c1ccncc1,VFQXVTODMYMSMJ-UHFFFAOYSA-N,430.15,bradley
CCCCCl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,150.15,bradley
COc1cc(C=O)cc(OC)c1,VFZRZRDOXPRTSC-UHFFFAOYSA-N,320.15,bradley
CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,VGGGPCQERPFHOB-UHFFFAOYSA-N,506.15,bradley
C=C,VGGSQFUCUMXWEO-UHFFFAOYSA-N,104.15,bradley
O=C=Nc1cccc(N=C=O)c1,VGHSXKTVMPXHNG-UHFFFAOYSA-N,321.15,bradley
Brc1cscc1Br,VGKLVWTVCUDISO-UHFFFAOYSA-N,278.15,bradley
CC(=O)Oc1cccc2ccccc12,VGKONPUVOVVNSU-UHFFFAOYSA-N,318.15,bradley
CCc1ccc(O)cc1O,VGMJYYDKPUPTID-UHFFFAOYSA-N,370.15,bradley
COc1ccccc1-c1ccccc1OC,VGMKUVCDINAAFC-UHFFFAOYSA-N,427.15,bradley
CC1CCC(=O)CC1,VGVHNLRUAMRIEW-UHFFFAOYSA-N,232.15,bradley
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,VGVIKVCCUATMNG-UHFFFAOYSA-N,351.15,bradley
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,VGZSUPCWNCWDAN-UHFFFAOYSA-N,461.15,bradley
O=c1cc(-c2ccccc2)oc2ccccc12,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,370.15,bradley
COC(=O)C(Cl)(Cl)Cl,VHFUHRXYRYWELT-UHFFFAOYSA-N,255.15,bradley
Nc1cccc(N)n1,VHNQIURBCCNWDN-UHFFFAOYSA-N,393.15,bradley
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,VHOGYURTWQBHIL-UHFFFAOYSA-N,438.65,bradley
CN(C)c1ccncc1,VHYFNPMBLIVWCW-UHFFFAOYSA-N,384.15,bradley
Oc1ccc(Br)cc1Cl,VIBJPUXLAKVICD-UHFFFAOYSA-N,322.15,bradley
O=C1C=CCO1,VIHAEDVKXSOUAT-UHFFFAOYSA-N,277.15,bradley
CC(=O)n1ccnc1,VIHYIVKEECZGOU-UHFFFAOYSA-N,374.15,bradley
N[C@@H](Cc1ccc(O)c(F)c1)C(=O)O,VIIAUOZUUGXERI-ZETCQYMHSA-N,533.65,bradley
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,VILFTWLXLYIEMV-UHFFFAOYSA-N,347.15,bradley
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,429.15,bradley
Nc1cccc(C(F)(F)F)c1,VIUDTWATMPPKEL-UHFFFAOYSA-N,279.15,bradley
Fc1c(F)c(I)c(F)c(F)c1I,VIXRAZODEODOJF-UHFFFAOYSA-N,382.15,des
CCOC(=O)CCCCC(=O)OCC,VIZORQUEIQEFRT-UHFFFAOYSA-N,255.15,bradley
NNS(=O)(=O)c1ccccc1,VJRITMATACIYAF-UHFFFAOYSA-N,376.15,bradley
CCc1ccncc1,VJXRKZJMGVSXPX-UHFFFAOYSA-N,182.15,bradley
O=C1c2ccccc2C(=O)N1CCCBr,VKJCJJYNVIYVQR-UHFFFAOYSA-N,347.15,bradley
CCCCCCCCCCCCCCCCCCCC(=O)O,VKOBVWXKNCXXDE-UHFFFAOYSA-N,348.15,bradley
CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,VKOUCJUTMGHNOR-UHFFFAOYSA-N,446.15,bradley
COc1cccc(C(N)=O)c1,VKPLPDIMEREJJF-UHFFFAOYSA-N,406.15,bradley
OCc1ccccc1-c1ccccc1,VKTQADPEPIVMHK-UHFFFAOYSA-N,322.15,bradley
Cc1cccc(I)c1,VLCPISYURGTGLP-UHFFFAOYSA-N,246.15,bradley
Cc1nc(-c2ccc(-c3nc(C)c(-c4ccccc4)o3)cc2)oc1-c1ccccc1,VLDFXDUAENINOO-UHFFFAOYSA-N,505.15,bradley
CCC(C(C)C)C(C)C,VLHAGZNBWKUMRW-UHFFFAOYSA-N,151.15,bradley
CCCCCC,VLKZOEOYAKHREP-UHFFFAOYSA-N,178.15,bradley
C=C(C(=O)O)C(F)(F)F,VLSRKCIBHNJFHA-UHFFFAOYSA-N,323.15,bradley
Nc1cc([N+](=O)[O-])ccc1O,VLZVIIYRNMWPSN-UHFFFAOYSA-N,417.15,bradley
C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,VMAWODUEPLAHOE-UHFFFAOYSA-N,230.15,bradley
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],VMJQVRWCDVLJSI-UHFFFAOYSA-M,312.15,des
COc1ccccc1N,VMPITZXILSNTON-UHFFFAOYSA-N,278.15,bradley
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,VMXUWOKSQNHOCA-UKTHLTGXSA-N,342.15,des
COc1cccc(C(=O)NN)c1,VMZSDAQEWPNOIB-UHFFFAOYSA-N,365.15,bradley
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,VMZVBRIIHDRYGK-UHFFFAOYSA-N,364.15,bradley
CCC(C)(CO)CO,VNAWKNVDKFZFSU-UHFFFAOYSA-N,317.15,bradley
NC(=O)c1ccc(F)cc1,VNDHYTGVCGVETQ-UHFFFAOYSA-N,429.15,bradley
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,420.15,bradley
COC(=O)c1cccc(C(=O)OC)c1,VNGOYPQMJFJDLV-UHFFFAOYSA-N,342.15,bradley
O=S(=O)(Cl)c1cccs1,VNNLHYZDXIBHKZ-UHFFFAOYSA-N,303.15,bradley
CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,473.15,bradley
COc1ccccc1N1CCNCC1,VNZLQLYBRIOLFZ-UHFFFAOYSA-N,310.15,bradley
OCC(F)F,VOGSDFLJZPNWHY-UHFFFAOYSA-N,245.15,bradley
O=C(O)c1cccc(Br)c1,VOIZNVUXCQLQHS-UHFFFAOYSA-N,430.15,bradley
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,VOKSWYLNZZRQPF-GDIGMMSISA-N,419.45,bradley
CC=C1CCCC1,VONKRKBGTZDZNV-UHFFFAOYSA-N,143.15,bradley
Cc1ccc(C)c(N)c1,VOWZNBNDMFLQGM-UHFFFAOYSA-N,285.15,bradley
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,449.15,bradley
Cc1ccc(N)cc1N,VOZKAJLKRJDJLL-UHFFFAOYSA-N,370.15,bradley
O=C(O)c1ccc(Cl)c(Cl)c1,VPHHJAOJUJHJKD-UHFFFAOYSA-N,481.15,bradley
Oc1cc(Cl)cc(Cl)c1,VPOMSPZBQMDLTM-UHFFFAOYSA-N,341.15,bradley
Cc1ccco1,VQKFNUFAXTZWDK-UHFFFAOYSA-N,184.15,bradley
O=C(O)c1ccnc2ccccc12,VQMSRUREDGBWKT-UHFFFAOYSA-N,527.15,bradley
Cc1ccccc1CCl,VQRBXYBBGHOGFT-UHFFFAOYSA-N,271.15,bradley
COc1ccc(C(C)=O)c(OC)c1,VQTDPCRSXHFMOL-UHFFFAOYSA-N,314.15,bradley
C=C(C)C,VQTUBCCKSQIDNK-UHFFFAOYSA-N,133.15,bradley
ClCCOc1ccccc1,VQUYNUJARXBNPK-UHFFFAOYSA-N,297.15,bradley
Cc1ccc(O)cc1Cl,VQZRLBWPEHFGCD-UHFFFAOYSA-N,325.15,bradley
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,501.4,bradley
CC(C)(C)OC(=O)NCC(=O)O,VRPJIFMKZZEXLR-UHFFFAOYSA-N,361.65,bradley
COc1ccc(N=C=S)cc1,VRPQCVLBOZOYCG-UHFFFAOYSA-N,292.15,bradley
CCOS(=O)(=O)c1ccc(C)cc1,VRZVPALEJCLXPR-UHFFFAOYSA-N,307.15,bradley
CCOc1ccc(I)cc1,VSIIHWOJPSSIDI-UHFFFAOYSA-N,301.15,bradley
c1ccc([Si]2(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,VSIKJPJINIDELZ-UHFFFAOYSA-N,474.15,bradley
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,VSLIUWLPFRVCDL-UHFFFAOYSA-N,515.15,bradley
Oc1ccc(I)cc1,VSMDINRNYYEDRN-UHFFFAOYSA-N,365.15,bradley
NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,417.15,bradley
OCc1cc(Cl)cc(Cl)c1,VSNNLLQKDRCKCB-UHFFFAOYSA-N,351.15,bradley
Cc1cc(=O)cc(C)o1,VSYFZULSKMFUJJ-UHFFFAOYSA-N,407.15,bradley
CC1(O)CCCCC1,VTBOTOBFGSVRMA-UHFFFAOYSA-N,299.15,bradley
CCC(Br)CC,VTOQFOCYBTVOJZ-UHFFFAOYSA-N,147.15,bradley
ON=Cc1ccccc1,VTWKXBJHBHYJBI-UHFFFAOYSA-N,309.65,bradley
CC(=O)c1c[nH]c2ccccc12,VUIMBZIZZFSQEE-UHFFFAOYSA-N,462.15,bradley
CC(C)c1cc(C(C)C)cc(C(C)C)c1,VUMCUSHVMYIRMB-UHFFFAOYSA-N,266.15,bradley
OCC1CCCNC1,VUNPWIPIOOMCPT-UHFFFAOYSA-N,333.15,bradley
c1ccc(-c2ccc(-c3ccccc3)o2)cc1,VUPDHIIPAKIKAB-UHFFFAOYSA-N,361.15,bradley
CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,VUWPIBNKJSEYIN-UHFFFAOYSA-N,303.15,bradley
Cc1cccc(N)c1C,VVAKEQGKZNKUSU-UHFFFAOYSA-N,275.15,bradley
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,VVBLNCFGVYUYGU-UHFFFAOYSA-N,448.15,bradley
CC(C)=CC(C)C,VVCFYASOGFVJFN-UHFFFAOYSA-N,145.15,bradley
C=CCN,VVJKKWFAADXIJK-UHFFFAOYSA-N,185.15,bradley
C=C(C)C(=O)OC,VVQNEPGJFQJSBK-UHFFFAOYSA-N,225.15,bradley
Oc1ccc(Sc2ccc(O)cc2)cc1,VWGKEVWFBOUAND-UHFFFAOYSA-N,426.15,bradley
CCOc1ccc(OCC)cc1,VWGNFIQXBYRDCH-UHFFFAOYSA-N,343.15,bradley
C=Cc1cccc(C(=O)O)c1,VWXZFDWVWMQRQR-UHFFFAOYSA-N,368.15,bradley
NC(=O)CCl,VXIVSQZSERGHQP-UHFFFAOYSA-N,391.15,bradley
CC(C)OC(=O)Nc1ccccc1,VXPLXMJHHKHSOA-UHFFFAOYSA-N,361.15,bradley
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,380.15,bradley
SCCS,VYMPLPIFKRHAAC-UHFFFAOYSA-N,232.15,bradley
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,479.15,bradley
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,VYZAHLCBVHPDDF-UHFFFAOYSA-N,326.15,bradley
ClC(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,250.15,bradley
O=C/C=C/c1ccco1,VZIRCHXYMBFNFD-HNQUOIGGSA-N,324.15,bradley
CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,VZSXTYKGYWISGQ-UHFFFAOYSA-N,387.15,bradley
Fc1cc(F)c(F)c(F)c1F,WACNXHCZHTVBJM-UHFFFAOYSA-N,225.15,bradley
ON=C(c1ccccc1)C(O)c1ccccc1,WAKHLWOJMHVUJC-UHFFFAOYSA-N,427.15,bradley
CCOC=O,WBJINCZRORDGAQ-UHFFFAOYSA-N,192.15,bradley
O=C(O)CC[N+](=O)[O-],WBLZUCOIBUDNBV-UHFFFAOYSA-N,337.15,bradley
CC(=O)c1ccc(Cl)c(Cl)c1,WBPAOUHWPONFEQ-UHFFFAOYSA-N,346.15,bradley
COc1ccc(Cl)cc1N,WBSMIPLNPSCJFS-UHFFFAOYSA-N,356.15,bradley
O=C(O)/C=C/c1ccccc1,WBYWAXJHAXSJNI-VOTSOKGWSA-N,406.15,bradley
NC(=O)C(Cl)Cl,WCGGWVOVFQNRRS-UHFFFAOYSA-N,372.15,bradley
COc1c(Cl)cc(Cl)cc1Cl,WCVOGSZTONGSQY-UHFFFAOYSA-N,334.15,bradley
CCCCSC,WCXXISMIJBRDQK-UHFFFAOYSA-N,175.15,bradley
CCOC(=O)C(C)C,WDAXFOBOLVPGLV-UHFFFAOYSA-N,185.15,bradley
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,WDCYWAQPCXBPJA-UHFFFAOYSA-N,362.15,bradley
Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N,454.15,bradley
Nc1ccc(Br)cc1,WDFQBORIUYODSI-UHFFFAOYSA-N,339.15,bradley
Oc1ccc(Cl)c(Cl)c1,WDNBURPWRNALGP-UHFFFAOYSA-N,340.15,bradley
CC(=O)NCCCCCC(=O)O,WDSCBUNMANHPFH-UHFFFAOYSA-N,377.15,bradley
Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,WEAYCYAIVOIUMG-UHFFFAOYSA-N,430.15,bradley
CC12CCC(CC1)C(C)(C)O2,WEEGYLXZBRQIMU-UHFFFAOYSA-N,274.65,des
CC(=O)c1cccnc1,WEGYGNROSJDEIW-UHFFFAOYSA-N,285.15,bradley
NC(=O)c1ccc(C(F)(F)F)cc1,WEJHBEDHLLBJFW-UHFFFAOYSA-N,457.15,bradley
OCCCCO,WERYXYBDKMZEQL-UHFFFAOYSA-N,293.58,des
CC(=O)Cl,WETWJCDKMRHUPV-UHFFFAOYSA-N,161.15,bradley
CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,227.15,bradley
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,402.65,bradley
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,WEYVCQFUGFRXOM-UHFFFAOYSA-N,326.15,bradley
CCC(C)=C(C)C,WFHALSLYRWWUGH-UHFFFAOYSA-N,155.15,bradley
COc1cc(C(=O)O)cc(O)c1OC,WFIBQVFJXGQICQ-UHFFFAOYSA-N,469.15,bradley
CCCCCCc1ccc(O)cc1O,WFJIVOKAWHGMBH-UHFFFAOYSA-N,338.15,bradley
COC(=O)NN,WFJRIDQGVSJLLH-UHFFFAOYSA-N,345.15,bradley
CC(C)C(N)=O,WFKAJVHLWXSISD-UHFFFAOYSA-N,402.15,bradley
O=C(O)Cc1cccc(Cl)c1,WFPMUFXQDKMVCO-UHFFFAOYSA-N,351.15,bradley
O=[N+]([O-])c1ccc(F)cc1,WFQDTOYDVUWQMS-UHFFFAOYSA-N,294.15,bradley
CCCC(C)(C)O,WFRBDWRZVBPBDO-UHFFFAOYSA-N,170.15,bradley
OC1CCCCCCCCC1,WFRBMXFCEAHLGH-UHFFFAOYSA-N,313.0,bradley
CCCCCCCCCCc1ccc(N)cc1,WGENWPANMZLPIH-UHFFFAOYSA-N,297.15,bradley
C=Cc1ccc(Br)cc1,WGGLDBIZIQMEGH-UHFFFAOYSA-N,278.15,bradley
S=C1NCCS1,WGJCBBASTRWVJL-UHFFFAOYSA-N,378.15,bradley
CC(C)=C(C)C,WGLLSSPDPJPLOR-UHFFFAOYSA-N,198.15,bradley
Cc1cccc(C(N)=O)c1,WGRPQCFFBRDZFV-UHFFFAOYSA-N,369.15,bradley
Cc1ccccc1CBr,WGVYCXYGPNNUQA-UHFFFAOYSA-N,292.15,bradley
COc1cccc([N+](=O)[O-])c1,WGYFINWERLNPHR-UHFFFAOYSA-N,311.15,bradley
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,WHBIGIKBNXZKFE-UHFFFAOYSA-N,499.15,bradley
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,WHHGLZMJPXIBIX-UHFFFAOYSA-N,579.15,bradley
CCC(C)=NO,WHIVNJATOVLWBW-UHFFFAOYSA-N,243.65,bradley
Sc1ccccn1,WHMDPDGBKYUEMW-UHFFFAOYSA-N,402.15,bradley
O=[N+]([O-])c1cccc(C(F)(F)F)c1,WHNAMGUAXHGCHH-UHFFFAOYSA-N,268.15,bradley
Nc1ccc(O)c([N+](=O)[O-])c1,WHODQVWERNSQEO-UHFFFAOYSA-N,402.15,bradley
Cc1cccc(C(=O)O)c1O,WHSXTWFYRGOBGO-UHFFFAOYSA-N,438.15,bradley
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,360.15,bradley
N[C@@H](CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-VKHMYHEASA-N,497.15,des
